"student_id","class","date","attendance","created_on","updated_on"
"51","Orange","2023-06-22","P","2023-06-22 10:12:33",NULL
"51","Orange","2023-06-23","P","2023-06-23 08:50:26",NULL
"51","Orange","2023-07-10","A","2023-07-10 14:12:54",NULL
"51","Orange","2023-07-12","P","2023-07-12 08:28:05",NULL
"51","Orange","2023-07-13","P","2023-07-13 08:39:19",NULL
"51","Orange","2023-07-14","P","2023-07-14 08:32:56",NULL
"52","Red","2023-06-19","P","2023-06-19 09:18:31",NULL
"52","Red","2023-06-20","P","2023-06-20 08:34:46",NULL
"52","Red","2023-06-21","P","2023-06-21 09:12:42",NULL
"52","Red","2023-06-22","P","2023-06-22 10:30:10",NULL
"52","Red","2023-06-23","P","2023-06-23 08:36:00",NULL
"52","Red","2023-07-10","A","2023-07-10 15:07:06",NULL
"52","Red","2023-07-12","P","2023-07-12 08:41:19",NULL
"52","Red","2023-07-13","P","2023-07-13 08:51:01",NULL
"52","Red","2023-07-14","P","2023-07-14 08:35:28",NULL
"52","Red","2023-07-15","P","2023-07-15 09:05:53",NULL
"53","Red","2023-06-19","P","2023-06-19 09:18:31",NULL
"53","Red","2023-06-20","P","2023-06-20 08:34:46",NULL
"53","Red","2023-06-21","P","2023-06-21 09:12:42",NULL
"53","Red","2023-06-22","P","2023-06-22 10:30:10",NULL
"53","Red","2023-06-23","P","2023-06-23 08:36:00",NULL
"53","Red","2023-07-10","A","2023-07-10 15:07:06",NULL
"53","Red","2023-07-12","P","2023-07-12 08:41:19",NULL
"53","Red","2023-07-13","A","2023-07-13 08:51:01",NULL
"53","Red","2023-07-14","P","2023-07-14 08:35:28",NULL
"53","Red","2023-07-15","P","2023-07-15 09:05:53",NULL
"54","1","2023-07-15","P","2023-07-15 11:17:08",NULL
"54","Orange","2023-06-19","P","2023-06-19 09:01:13",NULL
"54","Orange","2023-06-20","P","2023-06-20 08:29:14",NULL
"54","Orange","2023-06-21","P","2023-06-21 09:51:50",NULL
"54","Orange","2023-06-22","A","2023-06-22 10:12:33",NULL
"54","Orange","2023-06-23","P","2023-06-23 08:50:26",NULL
"54","Orange","2023-07-10","P","2023-07-10 14:12:54",NULL
"54","Orange","2023-07-12","P","2023-07-12 08:28:05",NULL
"54","Orange","2023-07-13","P","2023-07-13 08:39:19",NULL
"54","Orange","2023-07-14","P","2023-07-14 08:32:56",NULL
"55","Green","2023-06-14","P","2023-06-14 08:46:00",NULL
"55","Green","2023-06-19","P","2023-06-19 08:58:34",NULL
"55","Green","2023-06-20","P","2023-06-20 08:36:14",NULL
"55","Green","2023-06-21","P","2023-06-21 09:20:43",NULL
"55","Green","2023-06-22","A","2023-06-22 10:27:33",NULL
"55","Green","2023-06-23","P","2023-06-23 08:37:22",NULL
"55","Green","2023-07-10","P","2023-07-10 15:15:42",NULL
"55","Green","2023-07-12","P","2023-07-12 08:33:43",NULL
"55","Green","2023-07-13","P","2023-07-13 08:56:04",NULL
"55","Green","2023-07-14","P","2023-07-14 08:42:17",NULL
"55","Green","2023-07-15","P","2023-07-15 09:24:44",NULL
"56","Red","2023-06-19","P","2023-06-19 09:18:31",NULL
"56","Red","2023-06-20","P","2023-06-20 08:34:46",NULL
"56","Red","2023-06-21","P","2023-06-21 09:12:42",NULL
"56","Red","2023-06-22","P","2023-06-22 10:30:10",NULL
"56","Red","2023-06-23","P","2023-06-23 08:36:00",NULL
"56","Red","2023-07-10","A","2023-07-10 15:07:06",NULL
"56","Red","2023-07-12","P","2023-07-12 08:41:19",NULL
"56","Red","2023-07-13","P","2023-07-13 08:51:01",NULL
"56","Red","2023-07-14","A","2023-07-14 08:35:28",NULL
"56","Red","2023-07-15","P","2023-07-15 09:05:53",NULL
"57","Red","2023-06-19","A","2023-06-19 09:18:31",NULL
"57","Red","2023-06-20","P","2023-06-20 08:34:46",NULL
"57","Red","2023-06-21","P","2023-06-21 09:12:42",NULL
"57","Red","2023-06-22","A","2023-06-22 10:30:10",NULL
"57","Red","2023-06-23","P","2023-06-23 08:36:00",NULL
"57","Red","2023-07-10","P","2023-07-10 15:07:06",NULL
"57","Red","2023-07-12","P","2023-07-12 08:41:19",NULL
"57","Red","2023-07-13","A","2023-07-13 08:51:01",NULL
"57","Red","2023-07-14","P","2023-07-14 08:35:28",NULL
"57","Red","2023-07-15","P","2023-07-15 09:05:53",NULL
"58","1","2023-07-15","P","2023-07-15 11:17:08",NULL
"58","Orange","2023-06-19","P","2023-06-19 09:01:13",NULL
"58","Orange","2023-06-20","P","2023-06-20 08:29:14",NULL
"58","Orange","2023-06-21","P","2023-06-21 09:51:50",NULL
"58","Orange","2023-06-22","P","2023-06-22 10:12:33",NULL
"58","Orange","2023-06-23","P","2023-06-23 08:50:26",NULL
"58","Orange","2023-07-10","A","2023-07-10 14:12:54",NULL
"58","Orange","2023-07-12","P","2023-07-12 08:28:05",NULL
"58","Orange","2023-07-13","P","2023-07-13 08:39:19",NULL
"58","Orange","2023-07-14","P","2023-07-14 08:32:56",NULL
"60","Red","2023-06-19","P","2023-06-19 09:18:31",NULL
"60","Red","2023-06-20","A","2023-06-20 08:34:46",NULL
"60","Red","2023-06-21","A","2023-06-21 09:12:42",NULL
"60","Red","2023-06-22","P","2023-06-22 10:30:10",NULL
"60","Red","2023-06-23","P","2023-06-23 08:36:00",NULL
"60","Red","2023-07-10","A","2023-07-10 15:07:06",NULL
"60","Red","2023-07-12","P","2023-07-12 08:41:19",NULL
"60","Red","2023-07-13","P","2023-07-13 08:51:01",NULL
"60","Red","2023-07-14","P","2023-07-14 08:35:28",NULL
"60","Red","2023-07-15","P","2023-07-15 09:05:53",NULL
"61","Green","2023-06-14","P","2023-06-14 08:46:00",NULL
"61","Green","2023-06-19","P","2023-06-19 08:58:34",NULL
"61","Green","2023-06-20","A","2023-06-20 08:36:14",NULL
"61","Green","2023-06-21","P","2023-06-21 09:20:43",NULL
"61","Green","2023-06-22","A","2023-06-22 10:27:33",NULL
"61","Green","2023-06-23","P","2023-06-23 08:37:22",NULL
"61","Green","2023-07-10","A","2023-07-10 15:15:42",NULL
"61","Green","2023-07-12","A","2023-07-12 08:33:43",NULL
"61","Green","2023-07-13","P","2023-07-13 08:56:04",NULL
"61","Green","2023-07-14","A","2023-07-14 08:42:17",NULL
"61","Green","2023-07-15","A","2023-07-15 09:24:44",NULL
"62","Green","2023-06-14","A","2023-06-14 08:46:00",NULL
"62","Green","2023-06-19","A","2023-06-19 08:58:34",NULL
"62","Green","2023-06-20","P","2023-06-20 08:36:14",NULL
"62","Green","2023-06-21","P","2023-06-21 09:20:43",NULL
"62","Green","2023-06-22","P","2023-06-22 10:27:33",NULL
"62","Green","2023-06-23","A","2023-06-23 08:37:22",NULL
"62","Green","2023-07-10","A","2023-07-10 15:15:42",NULL
"62","Green","2023-07-12","P","2023-07-12 08:33:43",NULL
"62","Green","2023-07-13","P","2023-07-13 08:56:04",NULL
"62","Green","2023-07-14","A","2023-07-14 08:42:17",NULL
"62","Green","2023-07-15","P","2023-07-15 09:24:44",NULL
"63","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"63","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"63","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"63","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"63","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"63","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"63","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"63","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"63","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"64","Green","2023-06-14","P","2023-06-14 08:46:00",NULL
"64","Green","2023-06-19","P","2023-06-19 08:58:34",NULL
"64","Green","2023-06-20","P","2023-06-20 08:36:14",NULL
"64","Green","2023-06-21","P","2023-06-21 09:20:43",NULL
"64","Green","2023-06-22","P","2023-06-22 10:27:33",NULL
"64","Green","2023-06-23","P","2023-06-23 08:37:22",NULL
"64","Green","2023-07-10","P","2023-07-10 15:15:42",NULL
"64","Green","2023-07-12","P","2023-07-12 08:33:43",NULL
"64","Green","2023-07-13","P","2023-07-13 08:56:04",NULL
"64","Green","2023-07-14","P","2023-07-14 08:42:17",NULL
"64","Green","2023-07-15","P","2023-07-15 09:24:44",NULL
"65","Red","2023-06-19","P","2023-06-19 09:18:31",NULL
"65","Red","2023-06-20","P","2023-06-20 08:34:46",NULL
"65","Red","2023-06-21","P","2023-06-21 09:12:42",NULL
"65","Red","2023-06-22","P","2023-06-22 10:30:10",NULL
"65","Red","2023-06-23","A","2023-06-23 08:36:00",NULL
"65","Red","2023-07-10","P","2023-07-10 15:07:06",NULL
"65","Red","2023-07-12","P","2023-07-12 08:41:19",NULL
"65","Red","2023-07-13","P","2023-07-13 08:51:01",NULL
"65","Red","2023-07-14","P","2023-07-14 08:35:28",NULL
"65","Red","2023-07-15","P","2023-07-15 09:05:53",NULL
"66","Red","2023-06-19","P","2023-06-19 09:18:31",NULL
"66","Red","2023-06-20","P","2023-06-20 08:34:46",NULL
"66","Red","2023-06-21","P","2023-06-21 09:12:42",NULL
"66","Red","2023-06-22","P","2023-06-22 10:30:10",NULL
"66","Red","2023-06-23","P","2023-06-23 08:36:00",NULL
"66","Red","2023-07-10","P","2023-07-10 15:07:06",NULL
"66","Red","2023-07-12","P","2023-07-12 08:41:19",NULL
"66","Red","2023-07-13","P","2023-07-13 08:51:01",NULL
"66","Red","2023-07-14","P","2023-07-14 08:35:28",NULL
"66","Red","2023-07-15","P","2023-07-15 09:05:53",NULL
"67","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"67","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"67","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"67","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"67","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"67","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"67","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"67","Purple","2023-07-14","A","2023-07-14 08:30:20",NULL
"67","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"68","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"68","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"68","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"68","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"68","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"68","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"68","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"68","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"68","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"69","Red","2023-06-19","P","2023-06-19 09:18:31",NULL
"69","Red","2023-06-20","P","2023-06-20 08:34:46",NULL
"69","Red","2023-06-21","P","2023-06-21 09:12:42",NULL
"69","Red","2023-06-22","P","2023-06-22 10:30:10",NULL
"69","Red","2023-06-23","P","2023-06-23 08:36:00",NULL
"69","Red","2023-07-10","P","2023-07-10 15:07:06",NULL
"69","Red","2023-07-12","P","2023-07-12 08:41:19",NULL
"69","Red","2023-07-13","P","2023-07-13 08:51:01",NULL
"69","Red","2023-07-14","A","2023-07-14 08:35:28",NULL
"69","Red","2023-07-15","P","2023-07-15 09:05:53",NULL
"70","1","2023-07-15","P","2023-07-15 11:17:08",NULL
"70","Orange","2023-06-19","P","2023-06-19 09:01:13",NULL
"70","Orange","2023-06-20","P","2023-06-20 08:29:14",NULL
"70","Orange","2023-06-21","P","2023-06-21 09:51:50",NULL
"70","Orange","2023-06-22","P","2023-06-22 10:12:33",NULL
"70","Orange","2023-06-23","P","2023-06-23 08:50:26",NULL
"70","Orange","2023-07-10","P","2023-07-10 14:12:54",NULL
"70","Orange","2023-07-12","P","2023-07-12 08:28:05",NULL
"70","Orange","2023-07-13","P","2023-07-13 08:39:19",NULL
"70","Orange","2023-07-14","P","2023-07-14 08:32:56",NULL
"71","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"71","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"71","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"71","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"71","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"71","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"71","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"71","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"71","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"72","Red","2023-06-19","A","2023-06-19 09:18:31",NULL
"72","Red","2023-06-20","P","2023-06-20 08:34:46",NULL
"72","Red","2023-06-21","P","2023-06-21 09:12:42",NULL
"72","Red","2023-06-22","P","2023-06-22 10:30:10",NULL
"72","Red","2023-06-23","P","2023-06-23 08:36:00",NULL
"72","Red","2023-07-10","P","2023-07-10 15:07:06",NULL
"72","Red","2023-07-12","P","2023-07-12 08:41:19",NULL
"72","Red","2023-07-13","P","2023-07-13 08:51:01",NULL
"72","Red","2023-07-14","P","2023-07-14 08:35:28",NULL
"72","Red","2023-07-15","P","2023-07-15 09:05:53",NULL
"73","Red","2023-06-19","P","2023-06-19 09:18:31",NULL
"73","Red","2023-06-20","P","2023-06-20 08:34:46",NULL
"73","Red","2023-06-21","P","2023-06-21 09:12:42",NULL
"73","Red","2023-06-22","P","2023-06-22 10:30:10",NULL
"73","Red","2023-06-23","P","2023-06-23 08:36:00",NULL
"73","Red","2023-07-10","A","2023-07-10 15:07:06",NULL
"73","Red","2023-07-12","A","2023-07-12 08:41:19",NULL
"73","Red","2023-07-13","A","2023-07-13 08:51:01",NULL
"73","Red","2023-07-14","A","2023-07-14 08:35:28",NULL
"73","Red","2023-07-15","A","2023-07-15 09:05:53",NULL
"74","Purple","2023-06-19","A","2023-06-19 09:04:59",NULL
"74","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"74","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"74","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"74","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"74","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"74","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"74","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"74","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"75","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"75","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"75","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"75","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"75","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"75","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"75","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"75","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"75","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"76","Red","2023-06-19","P","2023-06-19 09:18:31",NULL
"76","Red","2023-06-20","P","2023-06-20 08:34:46",NULL
"76","Red","2023-06-21","P","2023-06-21 09:12:42",NULL
"76","Red","2023-06-22","P","2023-06-22 10:30:10",NULL
"76","Red","2023-06-23","P","2023-06-23 08:36:00",NULL
"76","Red","2023-07-10","P","2023-07-10 15:07:06",NULL
"76","Red","2023-07-12","P","2023-07-12 08:41:19",NULL
"76","Red","2023-07-13","P","2023-07-13 08:51:01",NULL
"76","Red","2023-07-14","P","2023-07-14 08:35:28",NULL
"76","Red","2023-07-15","P","2023-07-15 09:05:53",NULL
"77","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"77","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"77","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"77","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"77","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"77","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"77","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"77","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"77","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"78","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"78","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"78","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"78","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"78","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"78","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"78","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"78","Purple","2023-07-14","A","2023-07-14 08:30:20",NULL
"78","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"79","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"79","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"79","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"79","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"79","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"79","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"79","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"79","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"79","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"80","Green","2023-06-14","P","2023-06-14 08:46:00",NULL
"80","Green","2023-06-19","A","2023-06-19 08:58:34",NULL
"80","Green","2023-06-20","P","2023-06-20 08:36:14",NULL
"80","Green","2023-06-21","P","2023-06-21 09:20:43",NULL
"80","Green","2023-06-22","P","2023-06-22 10:27:33",NULL
"80","Green","2023-06-23","P","2023-06-23 08:37:22",NULL
"80","Green","2023-07-10","P","2023-07-10 15:15:42",NULL
"80","Green","2023-07-12","P","2023-07-12 08:33:43",NULL
"80","Green","2023-07-13","P","2023-07-13 08:56:04",NULL
"80","Green","2023-07-14","P","2023-07-14 08:42:17",NULL
"80","Green","2023-07-15","P","2023-07-15 09:24:44",NULL
"81","1","2023-06-19","A","2023-06-19 09:07:19",NULL
"81","1","2023-06-20","P","2023-06-20 08:26:28",NULL
"81","1","2023-06-21","A","2023-06-21 09:21:30",NULL
"81","1","2023-06-22","A","2023-06-22 10:11:22",NULL
"81","1","2023-06-23","P","2023-06-23 08:45:05",NULL
"81","1","2023-07-10","P","2023-07-10 14:09:29",NULL
"81","1","2023-07-12","P","2023-07-12 08:29:36",NULL
"81","1","2023-07-13","P","2023-07-13 08:53:09",NULL
"81","1","2023-07-14","P","2023-07-14 08:36:43",NULL
"81","2A","2023-07-15","P","2023-07-15 09:10:07",NULL
"82","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"82","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"82","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"82","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"82","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"82","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"82","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"82","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"82","Purple","2023-07-15","A","2023-07-15 11:14:28",NULL
"83","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"83","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"83","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"83","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"83","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"83","Purple","2023-07-12","A","2023-07-12 08:26:37",NULL
"83","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"83","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"83","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"84","1","2023-07-15","P","2023-07-15 11:17:08",NULL
"84","Orange","2023-06-19","P","2023-06-19 09:01:13",NULL
"84","Orange","2023-06-20","P","2023-06-20 08:29:14",NULL
"84","Orange","2023-06-21","P","2023-06-21 09:51:50",NULL
"84","Orange","2023-06-22","A","2023-06-22 10:12:33",NULL
"84","Orange","2023-06-23","P","2023-06-23 08:50:26",NULL
"84","Orange","2023-07-10","P","2023-07-10 14:12:54",NULL
"84","Orange","2023-07-12","P","2023-07-12 08:28:05",NULL
"84","Orange","2023-07-13","P","2023-07-13 08:39:19",NULL
"84","Orange","2023-07-14","P","2023-07-14 08:32:56",NULL
"85","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"85","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"85","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"85","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"85","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"85","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"85","Purple","2023-07-13","A","2023-07-13 08:44:13",NULL
"85","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"85","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"86","Red","2023-06-19","P","2023-06-19 09:18:31",NULL
"86","Red","2023-06-20","P","2023-06-20 08:34:46",NULL
"86","Red","2023-06-21","P","2023-06-21 09:12:42",NULL
"86","Red","2023-06-22","P","2023-06-22 10:30:10",NULL
"86","Red","2023-06-23","P","2023-06-23 08:36:00",NULL
"86","Red","2023-07-10","P","2023-07-10 15:07:06",NULL
"86","Red","2023-07-12","P","2023-07-12 08:41:19",NULL
"86","Red","2023-07-13","P","2023-07-13 08:51:01",NULL
"86","Red","2023-07-14","P","2023-07-14 08:35:28",NULL
"86","Red","2023-07-15","P","2023-07-15 09:05:53",NULL
"87","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"87","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"87","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"87","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"87","Purple","2023-06-23","A","2023-06-23 08:47:59",NULL
"87","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"87","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"87","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"87","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"88","Purple","2023-06-19","A","2023-06-19 09:04:59",NULL
"88","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"88","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"88","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"88","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"88","Purple","2023-07-12","A","2023-07-12 08:26:37",NULL
"88","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"88","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"88","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"89","1","2023-07-15","P","2023-07-15 11:17:08",NULL
"89","Orange","2023-06-19","P","2023-06-19 09:01:13",NULL
"89","Orange","2023-06-20","P","2023-06-20 08:29:14",NULL
"89","Orange","2023-06-21","P","2023-06-21 09:51:50",NULL
"89","Orange","2023-06-22","P","2023-06-22 10:12:33",NULL
"89","Orange","2023-06-23","P","2023-06-23 08:50:26",NULL
"89","Orange","2023-07-10","P","2023-07-10 14:12:54",NULL
"89","Orange","2023-07-12","P","2023-07-12 08:28:05",NULL
"89","Orange","2023-07-13","P","2023-07-13 08:39:19",NULL
"89","Orange","2023-07-14","P","2023-07-14 08:32:56",NULL
"90","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"90","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"90","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"90","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"90","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"90","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"90","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"90","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"90","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"91","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"91","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"91","Purple","2023-06-21","A","2023-06-21 09:22:14",NULL
"91","Purple","2023-06-22","A","2023-06-22 10:14:31",NULL
"91","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"91","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"91","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"91","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"91","Purple","2023-07-15","P","2023-07-15 11:14:28",NULL
"92","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"92","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"92","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"92","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"92","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"92","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"92","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"92","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"92","Purple","2023-07-15","A","2023-07-15 11:14:28",NULL
"93","Green","2023-06-14","P","2023-06-14 08:46:00",NULL
"93","Green","2023-06-19","A","2023-06-19 08:58:34",NULL
"93","Green","2023-06-20","P","2023-06-20 08:36:14",NULL
"93","Green","2023-06-21","P","2023-06-21 09:20:43",NULL
"93","Green","2023-06-22","P","2023-06-22 10:27:33",NULL
"93","Green","2023-06-23","A","2023-06-23 08:37:22",NULL
"93","Green","2023-07-10","P","2023-07-10 15:15:42",NULL
"93","Green","2023-07-12","P","2023-07-12 08:33:43",NULL
"93","Green","2023-07-13","P","2023-07-13 08:56:04",NULL
"93","Green","2023-07-14","A","2023-07-14 08:42:17",NULL
"93","Green","2023-07-15","P","2023-07-15 09:24:44",NULL
"94","1","2023-07-15","P","2023-07-15 11:17:08",NULL
"94","Orange","2023-06-19","P","2023-06-19 09:01:13",NULL
"94","Orange","2023-06-20","P","2023-06-20 08:29:14",NULL
"94","Orange","2023-06-21","P","2023-06-21 09:51:50",NULL
"94","Orange","2023-06-22","P","2023-06-22 10:12:33",NULL
"94","Orange","2023-06-23","P","2023-06-23 08:50:26",NULL
"94","Orange","2023-07-10","P","2023-07-10 14:12:54",NULL
"94","Orange","2023-07-12","P","2023-07-12 08:28:05",NULL
"94","Orange","2023-07-13","P","2023-07-13 08:39:19",NULL
"94","Orange","2023-07-14","P","2023-07-14 08:32:56",NULL
"95","Purple","2023-06-19","P","2023-06-19 09:04:59",NULL
"95","Purple","2023-06-20","P","2023-06-20 08:27:39",NULL
"95","Purple","2023-06-21","P","2023-06-21 09:22:14",NULL
"95","Purple","2023-06-22","P","2023-06-22 10:14:31",NULL
"95","Purple","2023-06-23","P","2023-06-23 08:47:59",NULL
"95","Purple","2023-07-12","P","2023-07-12 08:26:37",NULL
"95","Purple","2023-07-13","P","2023-07-13 08:44:13",NULL
"95","Purple","2023-07-14","P","2023-07-14 08:30:20",NULL
"95","Purple","2023-07-15","A","2023-07-15 11:14:28",NULL
"96","Green","2023-06-14","P","2023-06-14 08:46:00",NULL
"96","Green","2023-06-19","P","2023-06-19 08:58:34",NULL
"96","Green","2023-06-20","P","2023-06-20 08:36:14",NULL
"96","Green","2023-06-21","P","2023-06-21 09:20:43",NULL
"96","Green","2023-06-22","P","2023-06-22 10:27:33",NULL
"96","Green","2023-06-23","P","2023-06-23 08:37:22",NULL
